Garden,WholePlotID,SplitPlotID,PlantID,Cyanotype,Cyanogenesis,Ac_ac,Li_li,Precipitation,Herbivores,Survived21,Flowered21,Seeded21,FlowerHeadNumber21,SeedSetMass21,MaxArea21,GrowthRate21,Herbivory21,SurvivedWinter,Survived22,Flowered22,Seeded22,FlowerHeadNumber22,SeedSetMass22,MaxArea22,GrowthRate22,Herbivory22
Louisiana,8,1,2,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,1,31,0.0924,65.36,0.021873914,NA,NA,1,1,1,95,0.966,1277.52,NA,9.4
Louisiana,8,1,3,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,5,0.0224,367.47,0.01340255,NA,NA,0,1,1,47,0.2244,1214.89,NA,9.466666667
Louisiana,8,1,4,acLi,Acyanogenic,ac,Li,Control,Reduced,1,0,0,0,0,34.98,0.021682494,NA,NA,0,0,0,0,0,437.92,NA,NA
Louisiana,8,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,1,37,0.0058,606.48,0.014951057,NA,NA,0,0,0,0,0,1527.48,NA,NA
Louisiana,8,2,2,Acli,Acyanogenic,Ac,li,Reduced,Control,1,1,0,6,0,171.56,0.022688914,NA,NA,1,1,1,38,0.0854,1116.24,NA,18.66666667
Louisiana,8,2,3,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,1,1,36,0.073,261.55,0.01320784,NA,NA,0,1,1,63,0.1872,1742.19,NA,34.66666667
Louisiana,8,2,4,acli,Acyanogenic,ac,li,Reduced,Control,1,1,1,14,0.0059,288.76,0.027115405,NA,NA,1,1,1,38,0.1919,1107.41,NA,27.46666667
Louisiana,9,1,1,acli,Acyanogenic,ac,li,Control,Control,1,1,0,1,0,128.58,0.013096594,NA,NA,1,1,1,11,0.0151,1582.45,0.003595123,5.933333333
Louisiana,9,1,2,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,17.7,0.00781946,NA,NA,0,0,0,0,0,25.17,NA,7.466666667
Louisiana,9,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,5,0.0076,105.76,0.03191834,NA,NA,1,1,1,80,0.1382,1182.09,NA,4.866666667
Louisiana,9,1,4,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,134.31,0.013230213,NA,NA,1,1,1,3,0.0263,1273.86,0.002909326,10.33333333
Louisiana,9,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,8,0.0006,144.21,0.010877846,NA,NA,0,1,0,60,0,2398.82,NA,NA
Louisiana,9,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,153,0.0123,193.37,0.04169992,NA,NA,1,1,1,121,0.2118,1665.61,NA,3.866666667
Louisiana,9,2,3,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,24,0.0088,166.15,0.014016771,NA,NA,0,1,1,70,0.1472,1213.23,NA,13.26666667
Louisiana,9,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,3,0.0062,220.78,0.014751083,NA,NA,0,0,0,0,0,805.96,NA,17.93333333
Louisiana,10,1,1,Acli,Acyanogenic,Ac,li,Control,Control,1,1,0,10,0,319.9,0.042783837,NA,NA,0,1,1,5,0.0108,1183.54,NA,NA
Louisiana,10,1,2,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,89.25,0.016366546,NA,NA,0,0,0,0,0,179.32,NA,NA
Louisiana,10,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,1,0.0081,84.05,0.020638176,NA,NA,0,1,0,6,0,755.54,NA,NA
Louisiana,10,1,4,acli,Acyanogenic,ac,li,Control,Control,1,1,1,2,0.0117,254.09,0.011779179,NA,NA,0,0,0,0,0,416.32,NA,NA
Louisiana,10,2,1,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,7,0.0192,54.07,0.010625121,NA,NA,1,0,0,0,0,739.1,NA,14.53333333
Louisiana,10,2,2,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,0,4,0,69.2,0.018888719,NA,NA,0,1,1,4,0.0084,858.59,NA,39.44444444
Louisiana,10,2,3,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,10,0.0088,128.78,0.012676911,NA,NA,0,0,0,0,0,1017.76,NA,0
Louisiana,10,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,123,0.2918,474.85,0.023660853,NA,NA,0,1,1,103,0.1359,1464.83,NA,1.866666667
Louisiana,11,1,1,AcLi,Cyanogenic,Ac,Li,Control,Control,1,1,1,1,0.0039,157.22,0.007982284,NA,NA,1,1,1,88,0.0192,1310.48,0.002905511,8.6
Louisiana,11,1,2,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,79.52,0.015321461,NA,NA,1,1,0,12,0,959.36,0.002931113,14.8
Louisiana,11,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,8,0.0083,232,0.006965113,NA,NA,1,1,0,6,0,1141.82,0.003023692,8.666666667
Louisiana,11,1,4,acli,Acyanogenic,ac,li,Control,Control,1,1,0,1,0,291.26,0.01265808,NA,NA,1,1,0,62,0,1155.69,NA,4.8
Louisiana,11,2,1,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,31,0.4138,215.67,0.021863747,NA,NA,1,1,1,102,0.9474,1464.38,NA,11.26666667
Louisiana,11,2,2,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,1,0.0001,133.98,0.041588099,NA,NA,1,0,0,0,0,1067.84,NA,5.733333333
Louisiana,11,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,21,0.0077,336.1,0.031214242,NA,NA,1,1,1,51,0.2453,1397.26,NA,10.8
Louisiana,11,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,0,1,0,389.7,0.016390312,0.6,NA,1,1,1,21,0.1358,714.08,NA,10.13333333
Louisiana,12,1,1,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,7,0.0357,531.35,0.014963225,0.4,NA,1,1,1,270,5.8999,1255.63,NA,11
Louisiana,12,1,2,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,1,28,0.3406,316.71,0.022874559,0.8,NA,0,1,1,284,5.4299,925.01,NA,30.86666667
Louisiana,12,1,3,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,69,0.0448,439.99,0.012740082,1.4,NA,0,1,1,222,3.0877,733.24,NA,18.66666667
Louisiana,12,1,4,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,363.7,0.028391873,0,NA,0,1,1,10,0.0391,250.72,NA,NA
Louisiana,12,2,1,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,16,0.0203,192.31,0.007290982,6.466666667,NA,1,1,1,102,1.6362,1913.35,NA,15.53333333
Louisiana,12,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,39,0.0088,313.75,0.04724319,1.4,NA,0,1,1,200,0.2668,2472.6,NA,10.06666667
Louisiana,12,2,3,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,64,0.0561,244.54,0.02361174,0.133333333,NA,1,1,0,10,0,1533.03,NA,8.133333333
Louisiana,12,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,1,0.0062,283.75,0.025077164,0,NA,1,1,0,1,0,2342.57,0.005768955,6.066666667
Louisiana,13,1,1,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,50,0.0035,313.49,0.031368609,0,NA,1,1,1,16,0.019,1309.31,NA,3.466666667
Louisiana,13,1,2,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,36,0.1544,1215.34,0.017692704,0,NA,1,1,1,7,0.0745,2982.78,NA,5.333333333
Louisiana,13,1,3,acLi,Acyanogenic,ac,Li,Control,Reduced,0,0,0,0,0,4.08,NA,NA,NA,NA,NA,NA,NA,NA,2050.64,NA,NA
Louisiana,13,1,4,Acli,Acyanogenic,Ac,li,Control,Reduced,1,0,0,0,0,160.04,0.025585272,0.733333333,NA,0,1,1,39,0.2144,1138.37,NA,2.466666667
Louisiana,13,2,1,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,65,0.1819,285.38,0.033984989,1.533333333,NA,1,1,0,5,0,531.39,NA,7.6
Louisiana,13,2,2,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,66,0.106,223.67,0.024582782,2.066666667,NA,0,1,1,36,0.1946,1602.6,NA,1.066666667
Louisiana,13,2,3,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,148,0.3372,455.03,0.022440133,6,NA,0,1,1,22,0.1505,996.88,NA,0.733333333
Louisiana,13,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,29,0.042,237.52,0.02003164,1.4,NA,0,1,1,32,0.0477,1836.58,NA,14.53333333
Louisiana,14,1,1,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,3,0.0144,652.27,0.015594789,1.933333333,NA,1,1,1,7,0.0013,1790.78,0.003727982,7
Louisiana,14,1,2,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,219.02,0.017351653,0.533333333,NA,1,1,1,7,0.0494,1051.96,NA,4.266666667
Louisiana,14,1,3,AcLi,Cyanogenic,Ac,Li,Control,Control,1,1,1,2,0.0208,349.67,0.020606156,11.4,NA,1,1,0,6,0,1416.14,NA,0.4
Louisiana,14,1,4,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,371.94,0.015018931,5,NA,1,1,1,6,0.0151,1044.78,NA,7.266666667
Louisiana,14,2,1,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,113.17,0.002520848,24.86666667,NA,1,0,0,0,0,776.75,NA,0.4
Louisiana,14,2,2,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,1,15,0.0645,101.1,0.007633688,5.4,NA,0,1,1,4,0.0141,666.74,NA,NA
Louisiana,14,2,3,Acli,Acyanogenic,Ac,li,Reduced,Control,1,1,1,8,0.0162,354.08,0.019762423,9.866666667,NA,0,1,1,45,0.0475,NA,NA,NA
Louisiana,14,2,4,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,408.54,0.020914957,4.466666667,NA,0,0,0,0,0,771.55,NA,NA
Louisiana,15,1,1,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,104.23,0.0124784,0.333333333,NA,1,1,1,49,0.44,1327.19,NA,7.6
Louisiana,15,1,2,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,0,2,0,214.69,0.026516313,3.2,NA,1,1,1,56,0.4621,1591.8,NA,3.066666667
Louisiana,15,1,3,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,NA,0.0027,147.15,0.024263179,1.333333333,NA,0,0,0,0,0,802.33,NA,NA
Louisiana,15,1,4,acLi,Acyanogenic,ac,Li,Control,Reduced,1,0,0,0,0,231.36,0.033688155,5.533333333,NA,1,1,1,16,0.0653,1438.85,NA,40
Louisiana,15,2,1,acli,Acyanogenic,ac,li,Reduced,Control,1,1,0,4,0,318.56,0.02539228,10.53333333,NA,1,1,1,5,0.0123,2043.22,0.004573907,2.8
Louisiana,15,2,2,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,123.76,0.016007623,10.4,NA,1,1,1,54,0.1153,837.93,NA,24.66666667
Louisiana,15,2,3,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,1,1,0.0005,160.24,0.010970775,16.13333333,NA,1,1,1,27,0.0729,1523.24,NA,7.75
Louisiana,15,2,4,Acli,Acyanogenic,Ac,li,Reduced,Control,1,1,1,5,0.0005,301.44,0.01091435,14.6,NA,1,1,1,96,0.4015,1507.72,NA,19
Louisiana,16,1,1,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,91.09,0.021968304,6.733333333,NA,1,1,1,31,0.1108,1577.26,NA,4.333333333
Louisiana,16,1,2,acLi,Acyanogenic,ac,Li,Control,Control,1,1,0,2,0,120.87,0.008918831,10.73333333,NA,1,1,1,22,0.0179,1672.33,0.005088463,7.6
Louisiana,16,1,3,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,23.66,0.011473797,10.93333333,NA,1,1,0,6,0,278.98,NA,6.466666667
Louisiana,16,1,4,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,102.94,0.028060795,2.2,NA,1,1,1,2,0.0005,1396.54,0.006318516,6.2
Louisiana,16,2,1,acli,Acyanogenic,ac,li,Reduced,Control,1,1,0,1,0,143.74,0.011639016,8.666666667,NA,0,1,1,167,1.9818,1253.75,NA,13.22222222
Louisiana,16,2,2,acli,Acyanogenic,ac,li,Reduced,Control,1,1,0,1,0,35.76,0.001007416,10.86666667,NA,1,1,1,55,0.1651,955.93,0.001655072,14.4
Louisiana,16,2,3,acli,Acyanogenic,ac,li,Reduced,Control,1,1,1,5,0.0152,14.46,0.020702316,13.73333333,NA,1,1,1,15,0.0399,167.39,NA,16.91666667
Louisiana,16,2,4,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,1,3,0.0024,81.27,0.015254538,35.73333333,NA,1,1,1,86,0.7482,1181.07,NA,4.533333333
Louisiana,17,1,1,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,227.61,0.020858341,0.6,NA,1,1,1,9,0.0698,1244.38,NA,19.2
Louisiana,17,1,2,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,1,19,0.0746,108.8,0.03614106,0.6,NA,1,1,1,57,0.1161,1672.19,NA,9
Louisiana,17,1,3,acli,Acyanogenic,ac,li,Control,Reduced,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,17,1,4,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,21,0.0058,165.38,0.01574367,0.866666667,NA,0,1,1,43,0.1717,1170.43,NA,16.66666667
Louisiana,17,2,1,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,17,0.0667,109.24,0.01663458,0.266666667,NA,0,1,0,6,0,1240.03,NA,NA
Louisiana,17,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,8,0.0537,288.75,0.007422969,0.533333333,NA,1,1,1,19,0.3766,1095.48,NA,6.933333333
Louisiana,17,2,3,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,23,0.049,224.87,0.015434764,0.4,NA,0,1,1,27,0.0573,1413.39,NA,NA
Louisiana,17,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,7,0.0089,101.03,0.012979645,0.4,NA,0,1,0,36,0,2239.53,NA,NA
Louisiana,18,1,1,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,44.81,0.018311685,14.4,NA,1,1,0,2,0,609.45,NA,9.066666667
Louisiana,18,1,2,Acli,Acyanogenic,Ac,li,Control,Control,1,1,0,1,0,177.61,0.012159101,13.8,NA,1,1,1,45,0.2641,1256.94,NA,12.93333333
Louisiana,18,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,11,0.0689,96.16,0.031706058,3.266666667,NA,1,1,1,22,0.9939,800.84,NA,17
Louisiana,18,1,4,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,33.76,0.022862669,7.533333333,NA,1,1,1,7,0.037,541.7,0.00103755,10.33333333
Louisiana,18,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,73.5,0.016061166,6.333333333,NA,0,0,0,0,0,848.74,NA,NA
Louisiana,18,2,2,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,114.66,0.00929397,16.8,NA,0,0,0,0,0,313,NA,NA
Louisiana,18,2,3,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,172.59,0.015310368,24.8,NA,0,0,0,0,0,1479.51,NA,NA
Louisiana,18,2,4,Acli,Acyanogenic,Ac,li,Reduced,Control,0,0,0,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,19,1,1,acLi,Acyanogenic,ac,Li,Control,Reduced,0,0,0,0,0,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,19,1,2,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,39,0.0367,105.06,0.013585699,0,NA,1,1,1,79,0.5946,1497.42,NA,0.066666667
Louisiana,19,1,3,Acli,Acyanogenic,Ac,li,Control,Reduced,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,19,1,4,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,1,20,0.158,442.68,0.026758892,2.266666667,NA,1,1,1,14,0.0347,1243.99,NA,1
Louisiana,19,2,1,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,3.73,NA,NA,NA,NA,1,1,197,0.8765,2459.89,0.005681327,2.666666667
Louisiana,19,2,2,acli,Acyanogenic,ac,li,Reduced,Control,1,1,1,1,0.0005,249.73,0.011631045,3.866666667,NA,1,1,1,114,0.5702,1254.76,NA,4.533333333
Louisiana,19,2,3,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,99.49,0.013660071,4.2,NA,1,1,1,6,0.0439,509.06,NA,11.86666667
Louisiana,19,2,4,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,15.67,0.020203456,4.166666667,NA,1,0,0,0,0,643.33,0.012595446,0.4
Louisiana,20,1,1,acli,Acyanogenic,ac,li,Control,Control,1,1,0,1,0,88.07,0.011861137,1.4,NA,1,1,1,23,0.5455,775.82,NA,8.666666667
Louisiana,20,1,2,Acli,Acyanogenic,Ac,li,Control,Control,1,1,1,5,0.0028,164.26,0.006212135,3.533333333,NA,1,1,1,24,0.221,1523.58,0.001151147,2.733333333
Louisiana,20,1,3,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,144.9,0.020044343,0.6,NA,0,1,1,32,0.1835,1138.26,NA,7.466666667
Louisiana,20,1,4,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,25.69,0.000151832,3.2,NA,0,1,1,5,0.0103,646.83,NA,10.06666667
Louisiana,20,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,0,0,0,0,193.76,0.016820374,0,NA,1,1,1,48,0.167,756.27,NA,22.46666667
Louisiana,20,2,2,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,17,0.0131,34.49,0.024359794,4.066666667,NA,0,1,1,63,0.3342,999.95,NA,NA
Louisiana,20,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,0,0,0,0,98.04,0.033856765,1,NA,0,0,0,0,0,988.15,NA,NA
Louisiana,20,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,2,0.0006,105.39,0.015867302,1.066666667,NA,0,1,1,3,0.0034,1560.62,NA,NA
Louisiana,21,1,1,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,64.21,0.001157147,1.533333333,NA,1,1,1,8,0.0738,1120.61,NA,31.86666667
Louisiana,21,1,2,acLi,Acyanogenic,ac,Li,Control,Control,0,0,0,0,0,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,21,1,3,Acli,Acyanogenic,Ac,li,Control,Control,0,0,0,0,0,24.27,0.005408219,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,21,1,4,acLi,Acyanogenic,ac,Li,Control,Control,0,0,0,0,0,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,21,2,1,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,0,0,0,0,165.6,0.01959663,4.133333333,NA,1,1,1,111,0.828,1555.89,0.010478021,6.866666667
Louisiana,21,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,0,0,0,0,13.46,0.010092483,0.466666667,NA,1,1,1,97,0.8113,1120.29,NA,5.6
Louisiana,21,2,3,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,0,0,0,0,24.76,0.02011651,0,NA,1,1,1,29,0.3344,500.59,NA,3.466666667
Louisiana,21,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,1,0,0,0,0,114.06,0.028048332,0.333333333,NA,1,1,1,70,0.4337,1040.01,NA,24.46666667
Louisiana,22,1,1,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,31,0.0328,498.35,0.017937924,22.4,NA,1,0,0,0,0,1452.81,NA,15.26666667
Louisiana,22,1,2,acli,Acyanogenic,ac,li,Control,Control,1,1,0,1,0,61,0.023528084,4.533333333,NA,1,1,0,5,0,441.32,NA,8.4
Louisiana,22,1,3,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,229.23,0.021173626,7.866666667,NA,0,0,0,0,0,848,0.001120171,16.13333333
Louisiana,22,1,4,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,36.78,0.025307793,6.066666667,NA,1,1,1,1,0.0022,162.05,NA,0.866666667
Louisiana,22,2,1,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,79,0.2485,250.67,0.01997817,0,NA,0,1,1,34,0.4936,1549.09,NA,NA
Louisiana,22,2,2,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,0,0,0,0,154.96,0.017819691,0.4,NA,0,0,0,0,0,775.99,NA,NA
Louisiana,22,2,3,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,1,0.0012,135.59,0.00793497,1.2,NA,1,0,0,0,0,1525.2,NA,NA
Louisiana,22,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,47,0.1174,579.76,0.018535836,5.133333333,NA,0,1,1,23,0.0024,1306.18,NA,NA
Louisiana,23,1,1,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,19,0.2039,781.29,0.019266934,NA,NA,1,1,1,12,0.1049,3048.37,0.006701525,2.6
Louisiana,23,1,2,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,1,114,0.0803,543.13,0.055229804,NA,NA,1,1,1,83,0.1903,1475.41,NA,0.133333333
Louisiana,23,1,3,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,3,0.0029,274.82,0.024578767,NA,NA,1,1,1,4,0.0022,1394.09,NA,3.333333333
Louisiana,23,1,4,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,1,38,0.2676,456.71,0.021672601,NA,NA,1,1,1,42,0.056,1198.97,NA,5.6
Louisiana,23,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,30,0.1066,305.94,0.01767499,NA,NA,1,1,1,183,0.3944,1552.5,NA,4.533333333
Louisiana,23,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,9,0.0044,221.07,0.021128046,NA,NA,1,1,1,51,0.2278,1862.45,NA,9.933333333
Louisiana,23,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,3,0.0192,319.57,0.017675754,NA,NA,0,1,1,49,0.1416,1143.59,NA,NA
Louisiana,23,2,4,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,0,0,0,0,132.38,0.012970771,NA,NA,0,1,1,96,0.6853,1726.36,NA,NA
Louisiana,24,1,1,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,7,0.0029,94.4,0.018280924,NA,NA,1,1,1,21,0.037,1597.85,NA,2.933333333
Louisiana,24,1,2,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,18,0.0232,161.42,0.026239558,NA,NA,0,1,1,14,0.0594,1267.2,NA,8.733333333
Louisiana,24,1,3,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,464.15,0.029011431,NA,NA,0,1,1,67,0.7529,1545.19,NA,5.866666667
Louisiana,24,1,4,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,1,53,0.1651,203.56,0.02551802,NA,NA,0,1,1,104,0.7184,1883.97,NA,24.4
Louisiana,24,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,206.38,0.023098698,NA,NA,0,1,1,68,0.0023,1861.95,NA,NA
Louisiana,24,2,2,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,124.1,0.013031585,NA,NA,0,1,1,33,0.0383,1199.12,NA,0.8
Louisiana,24,2,3,Acli,Acyanogenic,Ac,li,Reduced,Control,1,1,1,11,0.0214,360.44,0.028135198,NA,NA,0,1,1,119,0.0074,1745.73,NA,NA
Louisiana,24,2,4,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,1,1,1,0.0011,22.36,0.011740217,NA,NA,0,1,0,8,0,118.75,NA,NA
Louisiana,25,1,1,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,117.79,0.0301186,13.73333333,NA,1,1,1,5,0.0013,1342.67,NA,18.33333333
Louisiana,25,1,2,acli,Acyanogenic,ac,li,Control,Control,1,1,1,8,0.0007,224.05,0.013056042,27.8,NA,1,1,1,12,0.0017,787.28,NA,18.46666667
Louisiana,25,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,1,0,1,0,245.91,0.013198271,8,NA,0,0,0,0,0,603.67,NA,NA
Louisiana,25,1,4,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,69.23,0.018102939,9.4,NA,1,1,1,123,0.3342,1527.79,NA,13.4
Louisiana,25,2,1,acli,Acyanogenic,ac,li,Reduced,Control,1,1,1,15,0.029,236.46,0.016417116,11,NA,0,1,1,95,0.0771,1628.18,NA,NA
Louisiana,25,2,2,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,1,6,0.0044,135.7,0.016609997,27.93333333,NA,0,1,1,42,0.0826,1306.12,NA,5.133333333
Louisiana,25,2,3,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,1,1,2,0.0064,299.46,0.027290197,28.6,NA,0,1,1,25,0.3006,822.11,NA,4.133333333
Louisiana,25,2,4,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,10.41,0.031434412,33.53333333,NA,0,0,0,0,0,97.03,NA,NA
Louisiana,26,1,1,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,11,0.0064,144.36,0.021672023,7.333333333,NA,0,1,1,231,3.2507,1662.98,NA,NA
Louisiana,26,1,2,AcLi,Cyanogenic,Ac,Li,Control,Control,1,0,0,0,0,85.86,0.017236916,15.93333333,NA,1,1,1,39,0.0123,972.24,NA,NA
Louisiana,26,1,3,Acli,Acyanogenic,Ac,li,Control,Control,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,26,1,4,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,145.66,0.01812043,26.13333333,NA,1,1,1,62,0.2317,1057.28,NA,NA
Louisiana,26,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,34,0.0794,227.3,0.031590813,2.466666667,NA,1,1,1,55,0.147,1763.31,NA,NA
Louisiana,26,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,11,0.002,191.01,0.01972784,0,NA,0,1,1,17,0.0434,1251.01,NA,11.26666667
Louisiana,26,2,3,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,49,0.202,170.63,0.046101963,0.8,NA,0,1,1,142,1.3287,2396,NA,24.73333333
Louisiana,26,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,68,0.2404,196.96,0.025045509,1.333333333,NA,0,1,1,91,0.5445,1132.82,NA,18
Louisiana,27,1,1,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,37.83,0.016734905,19.4,NA,0,1,0,6,0,365.94,NA,NA
