Garden,WholePlotID,SplitPlotID,PlantID,Cyanotype,Cyanogenesis,Ac_ac,Li_li,Precipitation,Herbivores,Survived21,Flowered21,Seeded21,FlowerHeadNumber21,SeedSetMass21,MaxArea21,GrowthRate21,Herbivory21,SurvivedWinter,Survived22,Flowered22,Seeded22,FlowerHeadNumber22,SeedSetMass22,MaxArea22,GrowthRate22,Herbivory22
Louisiana,27,1,2,acli,Acyanogenic,ac,li,Control,Control,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,27,1,3,AcLi,Cyanogenic,Ac,Li,Control,Control,1,0,0,0,0,6.08,0.021512834,1.416666667,NA,1,1,0,1,0,756.52,NA,19.6
Louisiana,27,1,4,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,88.67,0.010510151,6,NA,1,1,0,5,0,980.69,NA,4.266666667
Louisiana,27,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,1,4,0.0376,52.27,0.009312165,1.466666667,NA,1,1,1,111,0.2322,1260.92,NA,7.466666667
Louisiana,27,2,2,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,1,0,4,0,77.24,0.037607813,12.66666667,NA,0,1,1,246,0.6545,2078.87,NA,NA
Louisiana,27,2,3,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,22.67,0.005148399,23.06666667,NA,0,0,0,0,0,NA,NA,NA
Louisiana,27,2,4,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,22.99,0.020604727,1.666666667,NA,1,1,0,3,0,343.95,0.002087339,2.533333333
Louisiana,28,1,1,acLi,Acyanogenic,ac,Li,Control,Control,0,0,0,0,0,7.01,NA,10.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,28,1,2,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,45.35,0.008593544,10.13333333,NA,1,1,1,168,6.21,672.67,NA,19.2
Louisiana,28,1,3,acLi,Acyanogenic,ac,Li,Control,Control,0,0,0,0,0,5.47,0.011213901,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,28,1,4,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,54.02,0.019936735,14.86666667,NA,0,1,1,215,6.3617,1033.9,NA,18.53333333
Louisiana,28,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,0,0,0,0,0,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,28,2,2,Acli,Acyanogenic,Ac,li,Reduced,Control,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,28,2,3,acli,Acyanogenic,ac,li,Reduced,Control,0,0,0,0,0,28.59,0.027493373,4.733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,28,2,4,acLi,Acyanogenic,ac,Li,Reduced,Control,0,0,0,0,0,6.44,0.014495122,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,29,1,1,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,26.14,0.019557759,0,NA,1,1,1,126,2.781,961.31,NA,NA
Louisiana,29,1,2,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,27.87,0.008187928,80.33333333,NA,0,1,1,305,4.9548,1093.8,NA,NA
Louisiana,29,1,3,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,18.24,0.00479414,7.333333333,NA,0,0,0,0,0,183.33,NA,NA
Louisiana,29,1,4,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,47.96,NA,16.06666667,NA,0,1,1,147,4.6198,676.05,NA,NA
Louisiana,29,2,1,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,58.81,NA,27.66666667,NA,0,1,1,234,3.0306,1470.34,NA,17.2
Louisiana,29,2,2,acli,Acyanogenic,ac,li,Reduced,Control,0,0,0,0,0,50.99,0.016806863,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.26666667
Louisiana,29,2,3,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,22.98,0.020066692,35.06666667,NA,1,1,0,1,0,208.82,NA,NA
Louisiana,29,2,4,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,33.93,0.00762104,45.66666667,NA,0,1,1,30,0.1558,1292.47,NA,37.33333333
Louisiana,30,1,1,AcLi,Cyanogenic,Ac,Li,Control,Control,1,1,1,1,0.0438,85.56,0.018924314,13.66666667,NA,1,1,1,359,8.4504,1545.05,NA,20.86666667
Louisiana,30,1,2,acli,Acyanogenic,ac,li,Control,Control,0,0,0,0,0,47.51,NA,83.58333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,30,1,3,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,12.16,0.019197982,4.266666667,NA,NA,1,1,12,0.1114,NA,NA,NA
Louisiana,30,1,4,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,17.88,0.006509936,3.933333333,NA,0,1,1,269,11.3114,918.04,NA,27.26666667
Louisiana,30,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,0,0,0,0,0,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,30,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,0,0,0,0,0,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,30,2,3,acLi,Acyanogenic,ac,Li,Reduced,Reduced,0,0,0,0,0,12.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,30,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,0,0,0,0,0,10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,1,1,acli,Acyanogenic,ac,li,Control,Control,0,0,0,0,0,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,1,2,Acli,Acyanogenic,Ac,li,Control,Control,0,0,0,0,0,6.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,1,3,acLi,Acyanogenic,ac,Li,Control,Control,0,0,0,0,0,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,1,4,AcLi,Cyanogenic,Ac,Li,Control,Control,0,0,0,0,0,4.65,7.69E-05,33.73333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,2,1,acLi,Acyanogenic,ac,Li,Reduced,Reduced,0,0,0,0,0,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,0,0,0,0,0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,0,0,0,0,0,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,31,2,4,Acli,Acyanogenic,Ac,li,Reduced,Reduced,0,1,1,1,0.0009,22.54,0.014129453,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,32,1,1,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,148.48,0.008981687,25.93333333,NA,1,1,1,31,0.2121,1330.73,NA,0.6
Louisiana,32,1,2,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,22.59,0.001699845,20.53333333,NA,1,1,1,11,0.3944,557.15,NA,15.2
Louisiana,32,1,3,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,31.38,0.028281827,31.26666667,NA,1,1,1,12,0.0337,1284.75,NA,20.26666667
Louisiana,32,1,4,AcLi,Cyanogenic,Ac,Li,Control,Control,1,0,0,0,0,7.98,0.006016486,18.66666667,NA,1,1,0,3,0,233.13,NA,3.066666667
Louisiana,32,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,54.55,0.027535664,24.4,NA,0,1,1,29,0.1199,623.07,NA,4.466666667
Louisiana,32,2,2,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,267.96,0.017108434,9.466666667,NA,1,1,1,9,0.0193,948.98,NA,11.2
Louisiana,32,2,3,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,0,0,0,0,44.77,0.036267263,27.46666667,NA,1,1,0,2,0,1066,NA,35.2
Louisiana,32,2,4,Acli,Acyanogenic,Ac,li,Reduced,Control,1,1,1,2,0.0062,143.47,0.016710568,21.6,NA,0,1,1,50,0.2417,854.36,NA,NA
Louisiana,33,1,1,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,195.72,0.014756944,11.33333333,NA,1,1,1,1,0.0021,1522.41,0.005622566,9.6
Louisiana,33,1,2,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,111.94,0.027997216,21.4,NA,0,1,1,132,3.0609,1299.72,NA,18.86666667
Louisiana,33,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,1,0,1,0,51.67,0.024319796,40.4,NA,0,1,1,18,0.1451,1165.37,NA,NA
Louisiana,33,1,4,acli,Acyanogenic,ac,li,Control,Control,0,0,0,0,0,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,33,2,1,acli,Acyanogenic,ac,li,Reduced,Reduced,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,33,2,2,Acli,Acyanogenic,Ac,li,Reduced,Reduced,0,0,0,0,0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,33,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,10,0.0485,278.22,0.035884526,0,NA,0,0,0,0,0,880.47,NA,NA
Louisiana,33,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,2,0.0233,356.2,0.017909061,2.2,NA,0,0,0,0,0,1433.71,NA,NA
Louisiana,34,1,1,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,1,62,0.1933,697.62,0.028203301,1.533333333,NA,0,1,1,229,6.0464,1264.94,NA,NA
Louisiana,34,1,2,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,10,0.0081,373.41,0.025268863,3.733333333,NA,0,1,1,246,6.9259,1239.05,NA,0
Louisiana,34,1,3,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,0,2,0,120.59,0.013872552,0,NA,0,1,0,4,0,790,NA,NA
Louisiana,34,1,4,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,5,0.0211,433.77,0.02802321,0,NA,0,1,1,246,11.1039,1524.71,NA,NA
Louisiana,34,2,1,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,0,0,0,0,109.39,0.017156954,2.533333333,NA,1,0,0,0,0,695.96,NA,8.8
Louisiana,34,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,0,0,0,0,238.71,0.020999293,0.6,NA,1,0,0,0,0,630.37,NA,8.2
Louisiana,34,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,2,0.0383,225.35,0.015719554,0.933333333,NA,1,0,0,0,0,2315.33,0.007050414,10.46666667
Louisiana,34,2,4,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,12,0.0117,106.58,0.022426623,0,NA,1,1,1,24,0.1561,930.9,NA,2.333333333
Louisiana,35,1,1,Acli,Acyanogenic,Ac,li,Control,Control,1,1,1,31,0.0666,398.45,0.032504878,6,NA,1,1,1,122,0.1554,1550.9,NA,11.06666667
Louisiana,35,1,2,acli,Acyanogenic,ac,li,Control,Control,1,1,1,22,0.0562,380.5,0.025405849,12.6,NA,1,1,1,78,0.0907,1453.52,NA,8.666666667
Louisiana,35,1,3,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,90.08,0.052512049,17.13333333,NA,1,0,0,0,0,228.44,NA,15.33333333
Louisiana,35,1,4,AcLi,Cyanogenic,Ac,Li,Control,Control,1,1,1,3,0.0012,277.56,0.052048515,14.2,NA,0,1,1,113,0.0795,1380.01,NA,NA
Louisiana,35,2,1,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,4,0.0057,135.55,0.045729133,3.133333333,NA,0,1,1,1,0.012,NA,NA,NA
Louisiana,35,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,6,0.0334,159.8,0.018952734,2.866666667,NA,1,1,1,25,0.0842,1498.72,0.004795739,3.733333333
Louisiana,35,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,40,0.0189,269.25,0.021606597,0.866666667,NA,0,1,1,2,0.0612,26.76,NA,6.266666667
Louisiana,35,2,4,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,13,0.0346,222.75,0.026595329,2.8,NA,0,0,0,0,0,NA,NA,NA
Louisiana,36,1,1,Acli,Acyanogenic,Ac,li,Control,Reduced,0,0,0,0,0,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,36,1,2,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,1,17,0.1087,262.61,0.066163208,0,NA,0,1,1,69,0.2389,2487.75,NA,NA
Louisiana,36,1,3,acLi,Acyanogenic,ac,Li,Control,Reduced,1,0,0,0,0,37.43,0.043223864,9,NA,0,0,0,0,0,1016.22,NA,NA
Louisiana,36,1,4,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,309.52,0.022605245,9.333333333,NA,0,1,1,3,0.0114,1025.93,NA,NA
Louisiana,36,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,98,0.8198,287.74,0.017932215,1.733333333,NA,0,1,1,90,0.6896,NA,NA,NA
Louisiana,36,2,2,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,84,0.3009,922.11,0.021685696,7.8,NA,0,1,1,98,0.0715,NA,NA,NA
Louisiana,36,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,0,0,0,0,68.57,0.010425707,14.06666667,NA,0,0,0,0,0,NA,NA,NA
Louisiana,36,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,27,0.2407,357.41,0.045282983,0.333333333,NA,0,1,1,27,0.3707,NA,NA,NA
Louisiana,37,1,1,Acli,Acyanogenic,Ac,li,Control,Reduced,1,0,0,0,0,127.05,0.027832133,3.133333333,NA,1,1,1,67,0.0103,1446.17,NA,4
Louisiana,37,1,2,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,1,30,0.106,362.5,0.02496135,3.733333333,NA,1,1,1,8,0.0065,1862.34,0.00327678,1.533333333
Louisiana,37,1,3,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,0,1,0,113.84,0.0282087,4.266666667,NA,1,1,1,8,0.0043,1060.58,0.001254606,11.2
Louisiana,37,1,4,acli,Acyanogenic,ac,li,Control,Reduced,0,0,0,0,0,30.07,0.004218416,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,37,2,1,Acli,Acyanogenic,Ac,li,Reduced,Control,1,1,1,2,0.0037,100.82,0.011453464,16.33333333,NA,1,0,0,0,0,634.44,NA,8.066666667
Louisiana,37,2,2,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,144.72,0.014426087,16.26666667,NA,1,1,0,1,0,1601.87,0.005570185,18.6
Louisiana,37,2,3,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,1,1,23,0.0363,245.28,0.019135672,4.4,NA,0,1,1,110,0.5016,1709.38,NA,4.266666667
Louisiana,37,2,4,acli,Acyanogenic,ac,li,Reduced,Control,1,1,0,1,0,128.94,0.019139633,22,NA,1,1,1,50,0.0898,998.59,0.002717923,5
Louisiana,38,1,1,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,1,13,0.0728,88.84,0.011875783,NA,NA,0,1,1,3,0.2478,1278.08,NA,NA
Louisiana,38,1,2,acLi,Acyanogenic,ac,Li,Control,Reduced,1,0,0,0,0,172.21,0.016623438,NA,NA,1,1,1,61,1.236,1801.29,NA,8.2
Louisiana,38,1,3,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,134.09,0.013046002,NA,NA,1,0,0,0,0,1243.84,NA,10.6
Louisiana,38,1,4,Acli,Acyanogenic,Ac,li,Control,Reduced,0,0,0,0,0,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,38,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,1,2,0.0917,58.24,0.011489464,NA,NA,1,1,1,67,0.4522,1389.55,NA,11
Louisiana,38,2,2,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,1,0,1,0,132.89,0.01548022,NA,NA,1,1,1,4,0.0009,1054.58,NA,23.33333333
Louisiana,38,2,3,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,87.18,0.010048302,NA,NA,1,1,1,116,0.3474,1236.27,NA,17
Louisiana,38,2,4,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,25.04,0.010462232,NA,NA,1,1,0,3,0,433.17,NA,19.13333333
Louisiana,39,1,1,acLi,Acyanogenic,ac,Li,Control,Control,0,0,0,0,0,16.36,NA,24.86666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,39,1,2,Acli,Acyanogenic,Ac,li,Control,Control,0,0,0,0,0,3.28,0.033052827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,39,1,3,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,31.63,0.011841628,24.4,NA,1,1,1,159,2.4034,873.85,NA,18.73333333
Louisiana,39,1,4,AcLi,Cyanogenic,Ac,Li,Control,Control,1,0,0,0,0,31.7,0.006276757,34.6,NA,1,1,1,209,4.8538,1010.97,0.000684639,20.91666667
Louisiana,39,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,0,0,0,0,0,20.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,39,2,2,acLi,Acyanogenic,ac,Li,Reduced,Reduced,0,0,0,0,0,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,39,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,0,0,0,0,32.15,0.010698547,0.6,NA,0,1,1,161,3.5563,1009.2,NA,NA
Louisiana,39,2,4,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,0,0,0,0,0,11.62,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,40,1,1,acli,Acyanogenic,ac,li,Control,Reduced,0,0,0,0,0,13.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,40,1,2,acLi,Acyanogenic,ac,Li,Control,Reduced,0,0,0,0,0,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,40,1,3,AcLi,Cyanogenic,Ac,Li,Control,Reduced,0,0,0,0,0,7.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,40,1,4,Acli,Acyanogenic,Ac,li,Control,Reduced,0,0,0,0,0,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,40,2,1,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,41.22,0.017218155,20.86666667,NA,0,1,1,166,3.4306,885.36,NA,16.08333333
Louisiana,40,2,2,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,21.53,NA,23.4,NA,0,1,1,187,2.552,726.68,NA,NA
Louisiana,40,2,3,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,23.89,0.007401752,23.73333333,NA,0,1,1,289,4.0239,1168.8,NA,NA
Louisiana,40,2,4,AcLi,Cyanogenic,Ac,Li,Reduced,Control,0,0,0,0,0,16.38,0.013832707,25.26666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,41,1,1,acLi,Acyanogenic,ac,Li,Control,Reduced,0,0,0,0,0,18.65,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,41,1,2,acli,Acyanogenic,ac,li,Control,Reduced,0,0,0,0,0,16.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,41,1,3,acLi,Acyanogenic,ac,Li,Control,Reduced,0,0,0,0,0,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,41,1,4,Acli,Acyanogenic,Ac,li,Control,Reduced,0,0,0,0,0,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,41,2,1,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,3.32,0.004848305,4.6,NA,NA,1,1,10,0.0028,NA,NA,NA
Louisiana,41,2,2,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,70.41,0.018696404,57.93333333,NA,1,1,1,398,8.5192,1644.69,NA,16.06666667
Louisiana,41,2,3,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,80,2.0119,NA,NA,3.416666667
Louisiana,41,2,4,acli,Acyanogenic,ac,li,Reduced,Control,1,1,1,1,0.0038,221.12,0.015736464,41,NA,1,1,1,49,1.1839,407.38,0.001693234,NA
Louisiana,42,1,1,acLi,Acyanogenic,ac,Li,Control,Reduced,1,0,0,0,0,234.59,0.024666519,1.866666667,NA,0,1,1,103,2.9502,1113.81,NA,22.06666667
Louisiana,42,1,2,acli,Acyanogenic,ac,li,Control,Reduced,1,1,0,3,0,180.65,0.029977487,20.6,NA,1,1,1,249,5.9113,1590.62,NA,13.66666667
Louisiana,42,1,3,Acli,Acyanogenic,Ac,li,Control,Reduced,1,0,0,0,0,198.53,0.02171617,0.866666667,NA,1,1,1,252,5.3147,1264.64,NA,6.533333333
Louisiana,42,1,4,acLi,Acyanogenic,ac,Li,Control,Reduced,0,0,0,0,0,15.49,0.024151591,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,42,2,1,acli,Acyanogenic,ac,li,Reduced,Reduced,1,0,0,0,0,164.16,0.028327374,5.133333333,NA,0,1,1,97,4.1372,1065.03,NA,NA
Louisiana,42,2,2,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,66,0.5292,319.62,0.018847338,5.266666667,NA,0,1,1,275,9.1516,1757.38,NA,NA
Louisiana,42,2,3,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,185,0.8377,521.31,0.021762278,0.266666667,NA,0,1,1,100,2.5717,755.98,NA,NA
Louisiana,42,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,8,0.0737,256.08,0.016791378,13.26666667,NA,0,1,1,53,1.0724,722.22,NA,NA
Louisiana,43,1,1,AcLi,Cyanogenic,Ac,Li,Control,Control,1,0,0,0,0,90.12,0.019379346,19.06666667,NA,0,1,1,199,1.6886,1305.09,NA,NA
Louisiana,43,1,2,acli,Acyanogenic,ac,li,Control,Control,0,0,0,0,0,28.55,0.046386288,19.26666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,43,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,0,0,0,0,114.11,0.050810893,21.33333333,NA,1,0,0,0,0,401.76,0.00076766,6.733333333
Louisiana,43,1,4,Acli,Acyanogenic,Ac,li,Control,Control,1,0,0,0,0,46.85,0.030725571,36.2,NA,1,1,1,51,1.3075,676.11,NA,9
Louisiana,43,2,1,Acli,Acyanogenic,Ac,li,Reduced,Reduced,0,0,0,0,0,0.58,0.02123954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,43,2,2,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,4,0.0142,296.16,0.024709487,3,NA,0,0,0,0,0,1250.12,NA,NA
Louisiana,43,2,3,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,7,0.0487,NA,NA,NA
Louisiana,43,2,4,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,27,0.0122,239.49,0.04019348,1,NA,0,1,1,37,0.5059,1593.6,NA,NA
Louisiana,44,1,1,acLi,Acyanogenic,ac,Li,Control,Reduced,1,0,0,0,0,56.86,0.019851056,0.466666667,NA,0,1,1,7,0.0231,1127.54,NA,4.266666667
Louisiana,44,1,2,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,1,0.0023,41.56,0.016446141,1.066666667,NA,0,0,0,0,0,NA,NA,NA
Louisiana,44,1,3,Acli,Acyanogenic,Ac,li,Control,Reduced,0,0,0,0,0,30.89,0.025500953,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,44,1,4,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,41.25,0.030380597,0,NA,1,1,1,15,0.1681,582.42,NA,16.53333333
Louisiana,44,2,1,acli,Acyanogenic,ac,li,Reduced,Control,0,0,0,0,0,31.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,44,2,2,AcLi,Cyanogenic,Ac,Li,Reduced,Control,1,1,0,1,0,115.78,0.018499586,5.933333333,NA,0,1,0,7,0,1020.37,NA,NA
Louisiana,44,2,3,Acli,Acyanogenic,Ac,li,Reduced,Control,1,0,0,0,0,193.72,0.018898488,29.53333333,NA,1,0,0,0,0,647.5,NA,20.93333333
Louisiana,44,2,4,acLi,Acyanogenic,ac,Li,Reduced,Control,1,0,0,0,0,67,0.081029743,9.866666667,NA,0,0,0,0,0,308.05,NA,NA
Louisiana,45,1,1,Acli,Acyanogenic,Ac,li,Control,Control,1,1,1,16,0.0001,168.9,0.022082949,20.06666667,NA,0,1,1,29,0.1175,1048.64,NA,NA
Louisiana,45,1,2,acli,Acyanogenic,ac,li,Control,Control,1,0,0,0,0,93.99,0.014910561,12.53333333,NA,1,1,1,7,0.0695,991.58,NA,4.8
Louisiana,45,1,3,acLi,Acyanogenic,ac,Li,Control,Control,1,1,1,14,0.2662,190.16,0.020536971,16.8,NA,0,1,1,148,1.9719,1444.49,NA,NA
Louisiana,45,1,4,AcLi,Cyanogenic,Ac,Li,Control,Control,1,1,1,3,0.0023,131.79,0.02303482,9.933333333,NA,1,1,1,116,0.8172,1776.06,NA,NA
Louisiana,45,2,1,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,1,40,0.0058,156.75,0.023262155,0.8,NA,0,1,0,1,0,298.61,NA,5.4
Louisiana,45,2,2,acli,Acyanogenic,ac,li,Reduced,Reduced,1,0,0,0,0,341.93,0.02461635,3.2,NA,1,1,1,6,0.1435,1495.27,0.005683133,21.93333333
Louisiana,45,2,3,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,5,0.0023,56.7,0.007637169,2.466666667,NA,1,1,1,4,0.0024,501.19,0.003823947,5.266666667
Louisiana,45,2,4,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,71,0.0994,315.76,0.013978783,0.733333333,NA,1,1,1,7,0.0143,513.66,NA,4.8
Louisiana,46,1,1,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,24,0.0883,190.53,0.012159093,2.666666667,NA,0,1,1,4,0.0905,436.05,NA,23.66666667
Louisiana,46,1,2,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,4,0.004,163.74,0.014828973,1.266666667,NA,0,1,1,108,0.5303,1072.26,NA,8.6
Louisiana,46,1,3,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,7,0.0039,406.1,0.026442747,1.4,NA,1,1,1,33,0.2526,1377.45,0.002535933,NA
