ID,Feeds,Data type,Alt feeds,Percent alt,Sync feeds,Percent sync2mins,Carer status,CarerID,Total feed rate,Brood size,Carer number,Watch duration mins,Watch time,Brood age,Julian hatch date,AMax,Year,nest,Individual feed rate,RowRef
1994_01_10,9,Observed,8,88.88888889,4,44.44444444,Female,43,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,6.067415687,1
1994_01_10,10,Observed,9,90,6,60,Helper,7,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,6.741572985,2
1994_01_10,0,Observed,NA,NA,NA,NA,Helper,NA,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,NA,3
1994_01_10,0,Observed,NA,NA,NA,NA,Helper,NA,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,NA,4
1994_01_10,11,Observed,9,81.81818182,5,45.45454545,Male,4,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,7.415730284,5
1994_01_10,0,Expected,NA,NA,NA,NA,Helper,NA,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,NA,6
1994_01_10,9,Expected,8,88.88888889,4,44.44444444,Female,43,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,6.067415687,7
1994_01_10,10,Expected,8,80,3,30,Helper,7,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,6.741572985,8
1994_01_10,0,Expected,NA,NA,NA,NA,Helper,NA,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,NA,9
1994_01_10,11,Expected,7,63.63636364,3,27.27272727,Male,4,20.22471896,7,3,89.00000064,7.466666664,10,68,96.66666667,1994,1994_01,7.415730284,10
1994_01_11,7,Observed,7,100,6,85.71428571,Female,43,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,7.118644106,11
1994_01_11,0,Observed,NA,NA,NA,NA,Helper,NA,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,NA,12
1994_01_11,0,Observed,NA,NA,NA,NA,Helper,NA,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,NA,13
1994_01_11,8,Observed,6,75,2,25,Male,4,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,8.135593264,14
1994_01_11,7,Observed,5,71.42857143,3,42.85714286,Helper,7,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,7.118644106,15
1994_01_11,7,Expected,6,85.71428571,3,42.85714286,Female,43,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,7.118644106,16
1994_01_11,7,Expected,6,85.71428571,3,42.85714286,Helper,7,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,7.118644106,17
1994_01_11,0,Expected,NA,NA,NA,NA,Helper,NA,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,NA,18
1994_01_11,0,Expected,NA,NA,NA,NA,Helper,NA,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,NA,19
1994_01_11,8,Expected,7,87.5,3,37.5,Male,4,22.37288148,7,3,58.99999968,7.733333328,11,68,95.45454545,1994,1994_01,8.135593264,20
1994_01_9,5,Expected,4,80,1,20,Female,43,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,7.692307787,21
1994_01_9,0,Expected,NA,NA,NA,NA,Helper,NA,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,NA,22
1994_01_9,0,Expected,NA,NA,NA,NA,Helper,NA,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,NA,23
1994_01_9,0,Expected,NA,NA,NA,NA,Helper,NA,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,NA,24
1994_01_9,6,Expected,4,66.66666667,2,33.33333333,Male,4,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,9.230769344,25
1994_01_9,0,Observed,NA,NA,NA,NA,Helper,NA,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,NA,26
1994_01_9,0,Observed,NA,NA,NA,NA,Helper,NA,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,NA,27
1994_01_9,0,Observed,NA,NA,NA,NA,Helper,NA,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,NA,28
1994_01_9,6,Observed,4,66.66666667,0,0,Male,4,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,9.230769344,29
1994_01_9,5,Observed,5,100,4,80,Female,43,16.92307713,7,2,38.99999952,8.433333336,9,68,90.90909091,1994,1994_01,7.692307787,30
1994_03_10,7,Observed,7,100,7,100,Helper,9,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,7.368420929,31
1994_03_10,7,Observed,7,100,7,100,Helper,5,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,7.368420929,32
1994_03_10,0,Observed,NA,NA,NA,NA,Helper,NA,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,NA,33
1994_03_10,14,Expected,7,50,6,42.85714286,Male,23,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,14.73684186,34
1994_03_10,5,Expected,5,100,3,60,Female,11,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,5.263157806,35
1994_03_10,7,Expected,7,100,5,71.42857143,Helper,9,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,7.368420929,36
1994_03_10,7,Expected,7,100,5,71.42857143,Helper,5,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,7.368420929,37
1994_03_10,14,Observed,10,71.42857143,5,35.71428571,Male,23,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,14.73684186,38
1994_03_10,5,Observed,5,100,3,60,Female,11,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,5.263157806,39
1994_03_10,0,Expected,NA,NA,NA,NA,Helper,NA,34.73684152,10,4,57.00000096,9.499999992,10,77,96.96969697,1994,1994_03,NA,40
1994_03_14,4,Observed,2,50,2,50,Helper,9,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,6.15384623,41
1994_03_14,4,Observed,3,75,1,25,Helper,5,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,6.15384623,42
1994_03_14,5,Expected,4,80,3,60,Male,23,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,7.692307787,43
1994_03_14,3,Expected,3,100,2,66.66666667,Female,11,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,4.615384672,44
1994_03_14,4,Expected,2,50,2,50,Helper,9,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,6.15384623,45
1994_03_14,4,Expected,3,75,1,25,Helper,5,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,6.15384623,46
1994_03_14,0,Expected,NA,NA,NA,NA,Helper,NA,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,NA,47
1994_03_14,3,Observed,3,100,2,66.66666667,Female,11,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,4.615384672,48
1994_03_14,0,Observed,NA,NA,NA,NA,Helper,NA,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,NA,49
1994_03_14,5,Observed,3,60,2,40,Male,23,24.61538492,10,4,38.99999952,5.983333344,14,77,93.75,1994,1994_03,7.692307787,50
1994_03_6,3,Expected,2,66.66666667,1,33.33333333,Female,11,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,3.333333333,51
1994_03_6,0,Expected,NA,NA,NA,NA,Helper,NA,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,NA,52
1994_03_6,8,Expected,1,12.5,0,0,Male,23,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,8.888888889,53
1994_03_6,0,Observed,NA,NA,NA,NA,Helper,NA,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,NA,54
1994_03_6,0,Observed,NA,NA,NA,NA,Helper,NA,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,NA,55
1994_03_6,0,Observed,NA,NA,NA,NA,Helper,NA,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,NA,56
1994_03_6,8,Observed,2,25,2,25,Male,23,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,8.888888889,57
1994_03_6,3,Observed,2,66.66666667,1,33.33333333,Female,11,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,3.333333333,58
1994_03_6,0,Expected,NA,NA,NA,NA,Helper,NA,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,NA,59
1994_03_6,0,Expected,NA,NA,NA,NA,Helper,NA,12.22222222,10,2,54,9.400000008,6,77,54.54545455,1994,1994_03,NA,60
1994_03_8,17,Observed,14,82.35294118,10,58.82352941,Helper,9,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,11.46067426,61
1994_03_8,20,Expected,15,75,11,55,Male,23,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,13.48314619,62
1994_03_8,7,Expected,7,100,5,71.42857143,Female,11,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,4.719101166,63
1994_03_8,12,Observed,11,91.66666667,10,83.33333333,Helper,5,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,8.089887713,64
1994_03_8,0,Observed,NA,NA,NA,NA,Helper,NA,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,NA,65
1994_03_8,20,Observed,19,95,11,55,Male,23,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,13.48314619,66
1994_03_8,7,Observed,6,85.71428571,6,85.71428571,Female,11,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,4.719101166,67
1994_03_8,17,Expected,14,82.35294118,10,58.82352941,Helper,9,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,11.46067426,68
1994_03_8,12,Expected,10,83.33333333,7,58.33333333,Helper,5,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,8.089887713,69
1994_03_8,0,Expected,NA,NA,NA,NA,Helper,NA,37.75280933,10,4,88.9999992,10.00000001,8,77,98.21428571,1994,1994_03,NA,70
1994_03_9,20,Expected,17,85,11,55,Male,23,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,13.63636366,71
1994_03_9,10,Expected,10,100,6,60,Female,11,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,6.818181831,72
1994_03_9,16,Expected,14,87.5,10,62.5,Helper,9,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,10.90909093,73
1994_03_9,8,Expected,8,100,5,62.5,Helper,5,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,5.454545464,74
1994_03_9,0,Expected,NA,NA,NA,NA,Helper,NA,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,NA,75
1994_03_9,10,Observed,8,80,5,50,Female,11,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,6.818181831,76
1994_03_9,16,Observed,16,100,11,68.75,Helper,9,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,10.90909093,77
1994_03_9,8,Observed,8,100,8,100,Helper,5,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,5.454545464,78
1994_03_9,0,Observed,NA,NA,NA,NA,Helper,NA,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,NA,79
1994_03_9,20,Observed,18,90,11,55,Male,23,36.81818189,10,4,87.99999984,7.983333336,9,77,98.14814815,1994,1994_03,13.63636366,80
1994_05_10,16,Observed,14,87.5,10,62.5,Female,12,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,8.205128205,81
1994_05_10,19,Observed,17,89.47368421,9,47.36842105,Helper,25,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,9.743589744,82
1994_05_10,14,Observed,13,92.85714286,13,92.85714286,Helper,31,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,7.179487179,83
1994_05_10,0,Observed,NA,NA,NA,NA,Helper,NA,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,NA,84
1994_05_10,20,Observed,18,90,14,70,Male,13,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,10.25641026,85
1994_05_10,0,Expected,NA,NA,NA,NA,Helper,NA,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,NA,86
1994_05_10,16,Expected,15,93.75,10,62.5,Female,12,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,8.205128205,87
1994_05_10,19,Expected,17,89.47368421,11,57.89473684,Helper,25,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,9.743589744,88
1994_05_10,14,Expected,14,100,9,64.28571429,Helper,31,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,7.179487179,89
1994_05_10,20,Expected,18,90,12,60,Male,13,35.38461538,10,4,117,8.783333328,10,73,98.55072464,1994,1994_05,10.25641026,90
1994_05_12,7,Observed,7,100,6,85.71428571,Female,12,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,7.499999979,91
1994_05_12,6,Observed,4,66.66666667,0,0,Helper,31,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,6.42857141,92
1994_05_12,0,Observed,NA,NA,NA,NA,Helper,NA,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,NA,93
1994_05_12,9,Observed,9,100,8,88.88888889,Male,13,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,9.642857115,94
1994_05_12,7,Observed,7,100,5,71.42857143,Helper,25,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,7.499999979,95
1994_05_12,7,Expected,7,100,4,57.14285714,Female,12,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,7.499999979,96
1994_05_12,7,Expected,7,100,4,57.14285714,Helper,25,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,7.499999979,97
1994_05_12,6,Expected,6,100,2,33.33333333,Helper,31,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,6.42857141,98
1994_05_12,0,Expected,NA,NA,NA,NA,Helper,NA,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,NA,99
1994_05_12,9,Expected,8,88.88888889,5,55.55555556,Male,13,31.07142848,10,4,56.00000016,12.91666666,12,73,96.55172414,1994,1994_05,9.642857115,100
1994_05_6,7,Expected,6,85.71428571,3,42.85714286,Female,12,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,7.777777778,101
1994_05_6,6,Expected,5,83.33333333,2,33.33333333,Helper,25,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,6.666666667,102
1994_05_6,0,Expected,NA,NA,NA,NA,Helper,NA,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,NA,103
1994_05_6,0,Expected,NA,NA,NA,NA,Helper,NA,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,NA,104
1994_05_6,7,Expected,6,85.71428571,3,42.85714286,Male,13,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,7.777777778,105
1994_05_6,6,Observed,4,66.66666667,4,66.66666667,Helper,25,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,6.666666667,106
1994_05_6,0,Observed,NA,NA,NA,NA,Helper,NA,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,NA,107
1994_05_6,0,Observed,NA,NA,NA,NA,Helper,NA,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,NA,108
1994_05_6,7,Observed,6,85.71428571,3,42.85714286,Male,13,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,7.777777778,109
1994_05_6,7,Observed,5,71.42857143,4,57.14285714,Female,12,22.22222222,10,3,54,14.29999999,6,73,95,1994,1994_05,7.777777778,110
1994_05_7,5,Observed,5,100,4,80,Helper,25,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,5.555555556,111
1994_05_7,0,Observed,NA,NA,NA,NA,Helper,NA,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,NA,112
1994_05_7,0,Observed,NA,NA,NA,NA,Helper,NA,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,NA,113
1994_05_7,7,Expected,5,71.42857143,2,28.57142857,Male,13,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,7.777777778,114
1994_05_7,6,Expected,5,83.33333333,2,33.33333333,Female,12,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,6.666666667,115
1994_05_7,5,Expected,4,80,2,40,Helper,25,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,5.555555556,116
1994_05_7,0,Expected,NA,NA,NA,NA,Helper,NA,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,NA,117
1994_05_7,7,Observed,6,85.71428571,4,57.14285714,Male,13,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,7.777777778,118
1994_05_7,6,Observed,6,100,2,33.33333333,Female,12,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,6.666666667,119
1994_05_7,0,Expected,NA,NA,NA,NA,Helper,NA,20,10,3,54,12.34999999,7,73,94.44444444,1994,1994_05,NA,120
1994_07_10,0,Observed,NA,NA,NA,NA,Helper,NA,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,NA,121
1994_07_10,0,Observed,NA,NA,NA,NA,Helper,NA,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,NA,122
1994_07_10,23,Expected,14,60.86956522,7,30.43478261,Male,45,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,12.21238942,123
1994_07_10,21,Expected,13,61.9047619,7,33.33333333,Female,16,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,11.15044251,124
1994_07_10,0,Expected,NA,NA,NA,NA,Helper,NA,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,NA,125
1994_07_10,0,Expected,NA,NA,NA,NA,Helper,NA,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,NA,126
1994_07_10,0,Expected,NA,NA,NA,NA,Helper,NA,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,NA,127
1994_07_10,21,Observed,18,85.71428571,8,38.0952381,Female,16,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,11.15044251,128
1994_07_10,0,Observed,NA,NA,NA,NA,Helper,NA,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,NA,129
1994_07_10,23,Observed,18,78.26086957,12,52.17391304,Male,45,23.36283192,10,2,112.9999997,9.083333328,10,61,95.45454545,1994,1994_07,12.21238942,130
1994_07_12,14,Expected,7,50,4,28.57142857,Female,16,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,14.48275854,131
1994_07_12,0,Expected,NA,NA,NA,NA,Helper,NA,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,NA,132
1994_07_12,14,Expected,7,50,4,28.57142857,Male,45,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,14.48275854,133
1994_07_12,0,Observed,NA,NA,NA,NA,Helper,NA,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,NA,134
1994_07_12,0,Observed,NA,NA,NA,NA,Helper,NA,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,NA,135
1994_07_12,0,Observed,NA,NA,NA,NA,Helper,NA,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,NA,136
1994_07_12,14,Observed,10,71.42857143,5,35.71428571,Male,45,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,14.48275854,137
1994_07_12,14,Observed,11,78.57142857,9,64.28571429,Female,16,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,14.48275854,138
1994_07_12,0,Expected,NA,NA,NA,NA,Helper,NA,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,NA,139
1994_07_12,0,Expected,NA,NA,NA,NA,Helper,NA,28.96551708,10,2,58.00000032,10.01666666,12,61,96.42857143,1994,1994_07,NA,140
1994_07_14,0,Observed,NA,NA,NA,NA,Helper,NA,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,NA,141
1994_07_14,12,Expected,9,75,3,25,Male,45,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,13.09090924,142
1994_07_14,11,Expected,9,81.81818182,5,45.45454545,Female,16,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,12.00000014,143
1994_07_14,0,Observed,NA,NA,NA,NA,Helper,NA,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,NA,144
1994_07_14,0,Observed,NA,NA,NA,NA,Helper,NA,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,NA,145
1994_07_14,12,Observed,10,83.33333333,6,50,Male,45,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,13.09090924,146
1994_07_14,11,Observed,10,90.90909091,5,45.45454545,Female,16,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,12.00000014,147
1994_07_14,0,Expected,NA,NA,NA,NA,Helper,NA,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,NA,148
1994_07_14,0,Expected,NA,NA,NA,NA,Helper,NA,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,NA,149
1994_07_14,0,Expected,NA,NA,NA,NA,Helper,NA,25.09090938,10,2,54.99999936,14.65000001,14,61,95.65217391,1994,1994_07,NA,150
1994_07_9,30,Expected,22,73.33333333,13,43.33333333,Male,45,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,15.65217393,151
1994_07_9,27,Expected,22,81.48148148,11,40.74074074,Female,16,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,14.08695654,152
1994_07_9,0,Expected,NA,NA,NA,NA,Helper,NA,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,NA,153
1994_07_9,0,Expected,NA,NA,NA,NA,Helper,NA,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,NA,154
1994_07_9,0,Expected,NA,NA,NA,NA,Helper,NA,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,NA,155
1994_07_9,27,Observed,26,96.2962963,13,48.14814815,Female,16,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,14.08695654,156
1994_07_9,0,Observed,NA,NA,NA,NA,Helper,NA,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,NA,157
1994_07_9,0,Observed,NA,NA,NA,NA,Helper,NA,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,NA,158
1994_07_9,0,Observed,NA,NA,NA,NA,Helper,NA,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,NA,159
1994_07_9,30,Observed,25,83.33333333,10,33.33333333,Male,45,29.73913048,10,2,114.9999998,9.049999992,9,61,94.73684211,1994,1994_07,15.65217393,160
1994_10_7,7,Observed,6,85.71428571,4,57.14285714,Female,27,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,7.368421115,161
1994_10_7,0,Observed,NA,NA,NA,NA,Helper,NA,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,NA,162
1994_10_7,0,Observed,NA,NA,NA,NA,Helper,NA,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,NA,163
1994_10_7,0,Observed,NA,NA,NA,NA,Helper,NA,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,NA,164
1994_10_7,13,Observed,6,46.15384615,3,23.07692308,Male,26,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,13.68421064,165
1994_10_7,0,Expected,NA,NA,NA,NA,Helper,NA,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,NA,166
1994_10_7,7,Expected,7,100,4,57.14285714,Female,27,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,7.368421115,167
1994_10_7,0,Expected,NA,NA,NA,NA,Helper,NA,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,NA,168
1994_10_7,0,Expected,NA,NA,NA,NA,Helper,NA,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,NA,169
1994_10_7,13,Expected,7,53.84615385,2,15.38461538,Male,26,21.05263176,7,2,56.99999952,17.28333334,7,71,70,1994,1994_10,13.68421064,170
1994_10_8,10,Observed,7,70,5,50,Female,27,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,10.71428568,171
1994_10_8,0,Observed,NA,NA,NA,NA,Helper,NA,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,NA,172
1994_10_8,0,Observed,NA,NA,NA,NA,Helper,NA,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,NA,173
1994_10_8,13,Observed,8,61.53846154,2,15.38461538,Male,26,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,13.92857139,174
1994_10_8,0,Observed,NA,NA,NA,NA,Helper,NA,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,NA,175
1994_10_8,10,Expected,6,60,3,30,Female,27,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,10.71428568,176
1994_10_8,0,Expected,NA,NA,NA,NA,Helper,NA,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,NA,177
1994_10_8,0,Expected,NA,NA,NA,NA,Helper,NA,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,NA,178
1994_10_8,0,Expected,NA,NA,NA,NA,Helper,NA,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,NA,179
1994_10_8,13,Expected,7,53.84615385,3,23.07692308,Male,26,24.64285707,7,2,56.00000016,7.699999992,8,71,86.95652174,1994,1994_10,13.92857139,180
1994_10_9,4,Expected,3,75,1,25,Female,27,15.25423737,7,2,58.99999968,7.583333328,9,71,53.33333333,1994,1994_10,4.067796632,181
